treść,NAZWA_Sekcji,ID SekcjI (stała),id sekcji nadrzędnej (Stała),ID_TAB,data SFCR,wersja SFCR,numer zakładu w systemie UKNF (kod zakładu)
"Strategia ryzyka stanowi podstawowy element ram zarządzania ryzykiem, które definiują 
strategiczne podejście do zarządzania ryzykami, stojącymi przed Spółką w trakcie realizacji 
szerszej strategii biznesowej. Wdrażając strategię ryzyka Spółka ma na celu: 
• 
chronić markę i reputację firmy Allianz, 
• 
utrzymać wypłacalność, nawet w przypadku skrajnych zdarzeń i scenariuszy, 
• 
utrzymywać wystarczającą płynność, zapewniającą niezakłóconą realizację zobowiązań, 
oraz 
• 
zapewnić odpowiednią rentowność. 
Wdrażanie strategii ryzyka jest wspierane poprzez określenie apetytu na ryzyko, który w konkretny 
sposób określa poziom tolerancji dla ryzyka w odniesieniu do wszystkich istotnych jakościowych i 
ilościowych ryzyk w taki sposób, że bierze pod uwagę wymogi określone przez organy regulacyjne 
i oczekiwania akcjonariuszy. 
Określenie apetytu na ryzyko następuje z uwzględnieniem następujących podstawowych 
elementów: 
• 
ustalanie docelowych poziomów dla ryzyk kluczowych, 
• 
alokowanie kapitału i określenie minimalnych (docelowych) wskaźników kapitałowych, 
• 
zarządzanie płynnością w celu zapewnienia elastyczności działania, 
• 
określenie ilościowych limitów finansowych, oraz 
• 
zdefiniowanie zasad korporacyjnych, które regulują prowadzenie działalności gospodarczej 
(tj. Polityki, standardów i zasad funkcjonalnych). 
 
Strategia ryzyka i odpowiedni apetyt na ryzyko przekłada się na procesy zarządzania limitami 
obejmującymi wszystkie ryzyka ilościowe.",B.3.2 Strategia i cele procesu zarządzania ryzykiem ,74,11,1,2022,1,259400IBCICD0KY7ZW46
"Podejście Spółki do zarządzania ryzykiem zapewnia, że jej profil ryzyka pozostaje zgodny z 
przyjętą strategią ryzyka i zdolnością Spółki do ponoszenia ryzyka.",B.3.3 Struktura zarządzania ryzykiem ,75,11,1,2022,1,259400IBCICD0KY7ZW46
"W ramach systemu zarządzania ryzykiem Spółki Rada Nadzorcza i Zarząd są odpowiedzialne za 
przydzielone im zadania. Odpowiednie delegacje uprawnień i powołane komitety, zapewniają 
wsparcie organów Spółki w wykonywaniu tych działań. 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
40 
 
Internal",B.3.3.1 . Rada Nadzorcza i Zarząd ,76,75,1,2022,1,259400IBCICD0KY7ZW46
"Kompleksowy system zarządzania ryzykiem realizowany jest poprzez ustalanie standardów 
odnośnie struktury organizacyjnej, strategii ryzyka i apetytu na ryzyko, wdrożonych regulacji 
wewnętrznych, systemu limitów, dokumentacji i sprawozdawczości. Standardy te zap ewniają 
dokładny i terminowy przepływ informacji o ryzyku oraz uważne podejście do podejmowania decyzji 
i ich realizacji. 
Zgodnie z ogólną zasadą ""pierwsza linia obrony"" przed ryzykiem spoczywa na menedżerach 
biznesowych. Są oni odpowiedzialni, w pierwszej kolejności, zarówno za ryzyka, jak i korzyści z 
podejmowanych decyzji. ""Druga linia obrony"" składa się z niezależnych funkcji kontrolnych, takich 
jak Funkcja Zarządzania Ryzykiem, Funkcja Aktuarialna, Funkcja Zgodności i Funkcja Prawna. 
Funkcja Audytu Wewnętrznego stanowi ""trzecią linię obrony"".  
Zarząd jest odpowiedzialny za ustalanie i zatwierdzanie strategii ryzyka oraz późniejsze 
zapewnienie jej przestrzegania. 
Wszystkie funkcje zarządzające działalnością biznesową z bezpośrednią odpowiedzialnością za 
zyski i straty (tj. ""pierwsza linia obrony"") są odpowiedzialne za aktywne zarządzanie ryzykiem i 
związanym z nim zyskiem poprzez przestrzeganie delegowanych limitów i ram proceduralnych. 
""Druga linia obrony"" - zapewnia wsparcie, twórcze kwestionowanie i nadzór nad funkcjami 
biznesowymi dzięki proaktywnemu zarządzaniu ryzykiem. 
W  Spółce istnieje Funkcja Zarządzania Ryzykiem niezależna od zarządzania biznesem. Ta funkcja 
działa pod kierunkiem Dyrektora ds. Ryzyka (CRO), który raportuje bezpośrednio do Członk a 
Zarządu odpowiedzialnego za obszar Finansów. Ponadto Komitet ds. Ryzyka wspiera zarówno 
Zarząd, jak i Dyrektora ds. Ryzyka (CRO), działając jako główny podmiot kontrolujący ryzyko. 
Funkcja Zarządzania Ryzykiem wspiera wspomniany wyżej komitet jak i inne komitety Spółki 
odpowiedzialne w swoich zadaniach za nadzór nad poszczególnymi rodzajami ryzyka. Dokonuje 
tego poprzez analizę i komunikację informacji związanych z zarządzaniem ryzykiem oraz ułatwiając 
przekazywanie i wdrażanie decyzji komitetów w zakresie zarządzania ryzykiem, np. Funkcja 
Zarządzania 
Ryzykiem odpowiada operacyjnie za 
monitorowanie limitów i akumulacji 
poszczególnych rodzajów ryzyka w różnych sektorach, takich jak ekspozycje na ryzyka finansowe 
oraz niewypłacalności kontrahentów. 
Ponadto Funkcja Zarządzania Ryzykiem niezależnie odnosi się do adekwatności zarządzania 
ryzykiem spółki poprzez opracowanie ram zarządzania ryzykiem oraz poprzez monitorowanie 
zgodności z minimalnymi wymogami Grupy Allianz dotyczącymi metod i procesów. Funkcja 
Zarządzania Ryzykiem wzmacnia kulturę ryzyka poprzez regularną i ścisłą współpracę z 
kluczowymi obszarami, takimi jak obszar finansów, aktuarialny i inwestycyjny. Silna kultura 
zarządzania ryzykiem w Spółce umożliwia zidentyfikowanie ryzyka na odpowiednio wczesnym 
etapie zwracając na nie uwagę kadry zarządzającej.",B.3.3.2 . Ogólna organizacja i role w zarządzaniu ryzykiem ,77,75,1,2022,1,259400IBCICD0KY7ZW46
"Poza Funkcją Zarządzania ryzykiem ustanowiono Funkcję Prawną i Funkcję Zarządzania 
Zgodnością opisane w części B.4 oraz Funkcję Aktuarialną opisaną w części B.6. Funkcje te  
stanowią dodatkowe elementy ""drugiej linii obrony"". 
W zakresie procesu zarządzania ryzykiem funkcje Prawna i Zarządzania Zgodnością mają na celu 
mitygację ryzyka prawnego przy wsparciu innych działów. Ryzyko prawne obejmuje zmiany 
legislacyjne, spory sądowe, postępowania regulacyjne i klauzule umowne, które są niejasne lub 
odmiennie interpretowane przez sądy. Ryzyko zgodności to ryzyko sankcji prawnych lub 
regulacyjnych, istotnych strat finansowych lub 
utraty reputacji, które może 
ponieść 
przedsiębiorstwo w 
wyniku 
niezgodności z 
obowiązującymi przepisami 
ustawowymi, 
wykonawczymi lub administracyjnymi.  
W zakresie procesu zarządzania ryzykiem Funkcja Aktuarialna przyczynia się do oceny i 
zarządzania ryzykiem zgodnie z wymogami regulacyjnymi. Rola tej funkcji obejmuje, ale nie jest 
ograniczona do następujących działań: 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
41 
 
Internal 
 
• 
kalkulacja 
i 
nadzór 
nad 
rezerwami 
techniczno-ubezpieczeniowymi 
dla 
celów 
rachunkowości i wypłacalności, 
• 
opiniowanie taryfikacji i zyskowności, 
• 
techniczne wsparcie planowania biznesowego, sprawozdawczości i monitorowania 
wyników, 
• 
wkład w skuteczne wdrożenie systemu zarządzania ryzykiem.",B.3.4 Inne Funkcje ,78,11,1,2022,1,259400IBCICD0KY7ZW46
"Spółka klasyfikuje wszystkie rodzaje ryzyka do jednej z ośmiu szerokich kategorii ryzyka, które są 
podzielone na typy ryzyka. Te kategorie ryzyka obserwuje się w trakcie zarządzania ryzykiem i 
sprawozdawczości. 
Niektóre 
kategorie 
ryzyka 
mogą 
się 
akumulować 
w 
wyniku 
niezrównoważonego profilu ryzyka w jedno lub większą liczbę nieproporcjonalnie dużych ryzyk 
(ryzyko koncentracji). Ryzyko koncentracji ryzyka nie stanowi oddzielnej kategorii ryzyka. 
W odniesieniu do wszystkich materialnych, ilościowych i niekwantyfikowanych zagrożeń istnieje 
kompleksowy proces zarządzania ryzykiem, który obejmuje identyfikację ryzyka, ocenę ryzyka, 
reakcję na ryzyko i kontrolę, monitorowanie ryzyka i raportowanie ryzyka. Proces jest realizowany 
i prowadzony w ramach jasno zdefiniowanej strategii ryzyka i apetytu na ryzyko oraz okresowej 
oceny ich adekwatności. 
 
Tabela 7: Wdrożenie procesów zarządzania ryzykiem dla kategorii ryzyk 
Kategoria ryzyka 
Wewnętrzny 
Wymóg 
Kapitałowy 
Analiza 
kluczowych 
ryzyk 
Szczegółowy 
proces 
zarządzania 
ryzykiem 
Ryzyko rynkowe 
 
 
 
Ryzyko kredytowe 
 
 
 
Ryzyko 
ubezpieczeniowe 
 
 
 
Ryzyko kosztów 
 
 
 
Ryzyko operacyjne 
 
 
 
Ryzyko reputacji 
 
 
 
Ryzyko płynności 
 
 
 
Ryzyko strategiczne 
 
 
 
 
Dalsze informacje o procesach zarządzania ryzykiem według kategorii ryzyka, w tym środki służące 
ocenie tych ryzyk, można znaleźć w rozdziale C niniejszego dokumentu. 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
42 
 
Internal",B.3.5 Proces zarządzania ryzykiem ,79,11,1,2022,1,259400IBCICD0KY7ZW46
"Analiza kluczowych ryzyk (z ang. Top Risk Assessment - TRA) jest procesem Spółki polegającym 
na identyfikacji, ocenie, łagodzeniu, ograniczaniu i monitorowaniu zarówno ilościowych 
kwantyfikowalnych, jak i niekwantyfikowalnych zagrożeń i ryzyk (w tym ich koncentracji i ryzyk 
nowo pojawiających się – ang. emerging risks), które mogą istotnie zagrozić osiągnięciu celów 
Spółki. Proces jest przeprowadzany w oparciu o standardową metodykę oceny jakościowej, w 
ramach której grupy ekspertów przypisują oceny dla ryzyk, które odzwierciedlają ich istotność dla 
Spółki i określają plany łagodzące na wypadek, gdyby ryzyko przekroczyło poziom tolerancji 
ryzyka.  
Proces TRA składa się z pełnej analizy zagrożeń przeprowadzanej w cyklu rocznym oraz 
kwartalnego monitorowania i aktualizacji opisu, oceny ryzyka oraz planów działań łagodzących. W 
szczególnych przypadkach obejmuje to wdrażanie i monitorowanie kluczowych wskaźników ryzyka 
(KRI) dla największych zagrożeń przekraczających apetyt na ryzyko. W przypadku, gdy z powodu 
pojawienia się nowych potencjalnych kluczowych ryzyk w ciągu roku, wymagana jest 
nadzwyczajna aktualizacja zbioru kluczowych ryzyk, stosowany jest ogólny proces TRA.",B.3.6 Analiza kluczowych ryzyk ,80,11,1,2022,1,259400IBCICD0KY7ZW46
"Poza już opisanymi procesami zarządzania ryzykiem,  Spółka przeprowadza co najmniej raz w 
roku własną ocenę ryzyka i wypłacalności (Own Risk and Solvency Assesment - ORSA) (""ORSA 
regularna""), a także w następstwie wszelkich wewnętrznych lub zewnętrznych zdarzeń lub 
transakcji, które mogą potencjalnie istotnie wpłynąć na profil ryzyka Spółki (""ORSA ad hoc""). 
Ocena ta jest każdorazowo zatwierdzana przez Zarząd Spółki. 
 
ORSA jest kompleksową oceną wszystkich rodzajów ryzyka związanych z działalnością firmy w 
celu ustalenia, czy obecny i przyszły kapitał będzie wystarczający do zapewnienia trwałej 
wypłacalności w stosunku do tych ryzyk. Wykracza to poza określenie potrzeb kapitałowych, 
wynikających wyłącznie z zastosowania modeli kapitału na ryzyko, poprzez uwzględnienie 
scenariuszy warunków skrajnych, ograniczeń modelu i innych niekwantyfikowalnych zagrożeń.",B.3.7 Własna ocena ryzyka i wypłacalności (ORSA) ,81,11,1,2022,1,259400IBCICD0KY7ZW46
"Punktem wyjścia dla ORSA jest zestawienie wyników z różnych procesów zarządzania ryzykiem 
w jednym miejscu. Następujące procesy mają szczególne znaczenie jako elementy wsadowe 
ORSA: 
Przygotowanie  
TRA 
Identyfikacja i  
Ocena Ryzyk  
„Kandydatów” 
Mitygacja Ryzyka, 
Plany i KRI 
Komitet Ryzyka 
Przegląd TRA 
Zarząd 
Ratyfikacja 
Zarząd 
Spółki 
Komitet  
Ryzyka 
Eksperci 
Biznesowi 
Funkcja 
Zarz. Ryz. 
Ratyfikacja finalnych 
TRA i odpowiedzialności
Akceptacja TRA 
( Wyniki, odpowiedzialności,
Działania mitygujące) 
Ustalenie planu mitygacji, 
działań i KRI 
Identyfikacja i 
Ocena Ryzyk Kluczowych 
Zebranie i
opracowanie informacj
Proces koordynacji, identyfikacji i oceny ryzyk 
 
Przygotowanie 
Procesu akceptacji 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
43 
 
Internal 
 
• 
Ustanowienie strategii ryzyka, która wyraźnie określa apetyt na ryzyko w trakcie realizacji celów 
biznesowych. 
• 
Wykonanie analizy ryzyk kluczowych (TRA) w celu zidentyfikowania, oceny i, w stosownych 
przypadkach, dalszego złagodzenia ryzyka, które stanowi największe zagrożenie dla Spółki. 
• 
Obliczanie kapitału  narażonego na ryzyko w odniesieniu do wszystkich ryzyk rynkowych, 
kredytowych, ubezpieczeniowych, biznesowych i operacyjnych oraz, w stosownych 
przypadkach, analizy charakteru i zakresu korzyści dywersyfikacyjnych odzwierciedlonych w 
wynikach kapitału narażonego na ryzyko. 
• 
Obliczanie dostępnych środków na pokrycie ryzyka (dostępnego kapitału lub ""funduszy 
własnych""), w tym określenie wartości rynkowej wszystkich aktywów (bilans wartości rynkowej) 
oraz rezerw techniczno-ubezpieczeniowych. 
• 
Obliczanie, w stosownych przypadkach, ekonomicznej i regulacyjnej wypłacalności oraz ich 
wrażliwość na scenariusze warunków skrajnych. 
• 
Monitorowanie zgodności ze wszystkimi ustalonymi limitami kapitalizacyjnymi, ekspozycji 
finansowej, alokacji aktywów, ekspozycji kredytowej, ekspozycji katastroficznej i ekspozycji 
walutowej. 
• 
Podsumowanie skuteczności systemu kontroli wewnętrznej, biorące pod uwagę najnowsze 
wyniki testów kontroli, audytów wewnętrznych oraz audytów zewnętrznych, a także niedawne 
zdarzenia operacyjne. 
• 
W oparciu o Dialog Strategiczny i Planistyczny opracowanie planu kapitałowego 
zapewniającego ciągłe przestrzeganie docelowych wskaźników kapitałowych ustalonych w 
apetycie na ryzyko, przy uwzględnieniu prognoz wypłacalności w okresie następnych trzech 
lat, zarówno w przypadku scenariusza bazowego, jak i scenariuszy warunków skrajnych. 
Wiele procesów leżących u podstaw ORSA, a także odpowiadających im decyzji związanych z 
zarządzaniem ryzykiem, które są prowadzone w tych procesach, są wykonywane częściej niż 
wykonywanie regularnego ORSA i przygotowanie regularnego raportu ORSA. ORSA może być 
uznawany za proces prowadzony w sposób ciągły podczas realizacji systemu zarządzania 
ryzykiem Spółki. Jednakże istnieją również różne punkty procesu i decyzje w ramach tego 
iteracyjnego cyklu, takie jak decyzje dotyczące zarządzania kapitałem w oparciu o prognozy 
wypłacalności, które są przygotowywane podczas Dialogu Planistycznego. 
 
W celu wykonania regularnego ORSA, wyniki wszystkich procesów bazujących na systemie ORSA 
są uzupełniane dodatkowymi informacjami i analizami, aby można było wnioskować o ogólnych 
potrzebach wypłacalności. Etap ten stanowi kompleksową analizę obecnych potrzeb w zakresie 
wypłacalności w oparciu o ocenę kapitału narażonego na ryzyko, środków własnych, pozycji 
wypłacalności i systemu kontroli wewnętrznej, a także ocenę przyszłych potrzeb w zakresie 
kapitału narażonego na ryzyko w oparciu o zaplanowaną strategię biznesową i ryzyko.  
Wynik każdego ORSA jest udokumentowany w raporcie z wynikami ORSA, który zawiera wszystkie 
informacje związane z ryzykiem, które są istotne dla ogólnego wniosku ORSA. Przygotowanie 
raportu ORSA jest skoordynowane przez Funkcję Zarządzania Ryzykiem. Po otrzymaniu wyników 
raport ORSA jest dostarczany do Zarządu. Zarząd jest ostatecznie odpowiedzialny za przegląd 
raportu i wyników ORSA. W ostatnim kroku wnioski procesu ORSA i odpowiadający jemu raport i 
wyniki są zatwierdzane przez cały zarząd i udostępniane do KNF i wszystkim kluczowym 
pracownikom (np. kierownikom finansów, aktuariatu, underwritingu, audytu wewnętrznego i 
controlingu). Ostatni raport ORSA został sporządzony w drugiej połowie 2021 roku i zatwierdzony 
23 grudnia 2021 roku. 
W ramach procesu ORSA spółka ustaliła swoje własne potrzeby w zakresie wypłacalności z 
uwzględnieniem: 
• 
Profilu ryzyka m.in. poprzez analizę: 
o 
testów warunków skrajnych, 
o 
spełniania ustalonych limitów. 
• 
Działań w zakresie zarządzania kapitałem, m.in. poprzez analizę: 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
44 
 
Internal 
o 
wypłacalności w 
okresie planistycznym 
z 
uwzględnieniem 
planowanych 
przepływów kapitałowych, 
o 
adekwatności rezerw techniczno-ubezpieczeniowych w okresie planistycznym. 
• 
Systemu zarządzania ryzykiem i jego oddziaływania, m.in. poprzez analizę: 
o 
wyników monitorowania kluczowych ryzyk. 
 
Biorąc pod uwagę powyższe, Spółka stwierdziła w ramach w/w procesu ORSA, że: 
• 
jej sytuacja wypłacalności jest zgodna z przyjętym apetytem na ryzyko,  
• 
wyniki testów warunków skrajnych pokazują wystarczającą kapitalizację w ujęciu 
ekonomicznym i w ujęciu regulacyjnym, 
• 
nie występują materialne przekroczenia limitów, 
• 
rezerwy techniczno-ubezpieczeniowe są na adekwatnym poziomie, 
• 
kluczowe ryzyka są właściwie monitorowane i zarządzane, 
• 
wyniki planowania przedstawiają wystarczające poziomy współczynnika wypłacalności 
oraz efektywne wykorzystanie kapitału.",B.3.7.1 ORSA – podejście i proces ,82,81,1,2022,1,259400IBCICD0KY7ZW46
System kontroli wewnętrznej,B.4 System kontroli wewnętrznej,12,8,1,2022,1,259400IBCICD0KY7ZW46
"Zasadniczym celem działalności kontrolnej jest zapewnienie efektywnego systemu kontroli 
wewnętrznej dostosowanego do charakteru oraz profilu działalności, w sposób trwały i spójny z 
systemem zarządzania i strukturą organizacyjną Spółki oraz najlepszymi praktykami, jak również 
wykrywanie nieprawidłowości w funkcjonowaniu jednostki na każdym odcinku jej działania, 
ujawnienie przyczyn i źródeł ich powstawania, podniesienie sprawności działania jednostki, 
poprzez eliminację w przyszłej pracy ujawnionych uchybień. 
 
System kontroli wewnętrznej oparty jest na modelu trzech linii obrony, w których każda z linii i 
funkcji posiadająca zakres odpowiedzialności jest zaangażowana w efektywny i skuteczny 
przebieg procesu. Kontrola jest wykonywana na każdym etapie działania spółki, wykonywanych 
zadań i czynności pracowników. System zapewnia odpowiednią interakcję i współpracę pomiędzy 
poszczególnymi liniami obrony przy zachowaniu niezależności funkcji audytu wewnętrznego i 
zarządzania zgodnością.",B.4.1 Informacje ogólne  ,83,12,1,2022,1,259400IBCICD0KY7ZW46
"Celem Procedury Kontroli Wewnętrznej 
jest zapewnienie efektywnego systemu kontroli 
wewnętrznej dostosowanego do charakteru oraz profilu działalności, w sposób trwały i spójny z 
systemem zarządzania i strukturą organizacyjną Spółki oraz najlepszymi praktykami Grupy Allianz. 
 
Procedura kontroli wewnętrznej określa: 
• 
strukturę systemu zarządzania,  
• 
rodzaje, formy i funkcje kontroli wewnętrznej, 
• 
cele i zakres kontroli wewnętrznej, 
• 
zasady, sposoby i częstotliwość przeprowadzania czynności kontrolnych, 
• 
uprawnienia i obowiązki kontrolujących i kontrolowanych, 
• 
sposób dokumentowania wyników kontroli i przedstawiania ich odpowiednim organom  Spółki, 
• 
zasady postępowania w przypadku ujawnienia podczas kontroli nieprawidłowości w 
funkcjonowaniu podmiotu oraz osób z nim powiązanych. System kontroli wewnętrznej 
zapewnia:  
• 
dobrze zorganizowany i ostrożny sposób prowadzenia działalności, w odniesieniu do jasno 
określonych celów,  
• 
zgodność działalności Spółki oraz osób działających na jej rzecz z obowiązującymi przepisami 
prawa i przepisami, politykami, planami i regulacjami wewnętrznymi,  
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
45 
 
Internal 
• 
identyfikację i 
adekwatną 
kontrolę ponoszonego ryzyka, jego minimalizację 
oraz 
zabezpieczenie aktywów,  
• 
skuteczne i wydajne wykorzystanie zasobów, 
• 
integralność i rzetelność informacji finansowych oraz informacji zarządczej. 
 
System kontroli wewnętrznej obejmuje pięć wzajemnie powiązanych elementów: 
• 
środowisko kontroli – sposób organizacji i zarządzania procesami oraz wartości etyczne i 
kompetencje pracowników wpływające na świadomość kontroli,  
• 
ocenę ryzyka – działania zmierzające do identyfikacji i oceny stopnia istotności rodzajów ryzyka 
związanych z realizacją celów,  
• 
czynności kontrolne – działania i procedury, które pozwalają zapewnić realizację wytycznych 
oraz ograniczyć ryzyka związane z realizacją celów,  
• 
informację i komunikację – sposób organizacji mający na celu zdefiniowanie, zdobycie i 
zakomunikowanie, w odpowiedniej formie i czasie, informacji umożliwiających pracownikom 
właściwe wypełnianie ich obowiązków,  
• 
monitorowanie – działania pozwalające na dokonanie oceny funkcjonowania systemu kontroli 
wewnętrznej w czasie.  
 
Integralną częścią systemu kontroli wewnętrznej jest funkcja zgodności, z bezpośrednim dostępem 
do Zarządu, Komitetu Audytu i Rady Nadzorczej, prawem weta oraz prawem uczestnictwa w 
podejmowaniu kluczowych decyzji biznesowych. 
 
Zapewnienie sprawnego funkcjonowania systemu kontroli wewnętrznej realizują: 
• 
Rada Nadzorcza, 
• 
Zarząd Spółki bezpośrednio odpowiedzialny za wszystkie działania Spółki, w tym za system 
kontroli wewnętrznej, 
• 
wyższe rangą kierownictwo odpowiedzialne za ustalenie i aktualizację zasad kontroli 
wewnętrznej w ramach obszaru, którym zarządza, 
• 
kierownictwo, odpowiedzialne za wdrożenie i przestrzeganie zasad, o których mowa w ust. 4 
oraz zorganizowanie systemu kontroli wewnętrznej w nadzorowanych komórkach,  
• 
wszyscy pracownicy - wykonując powierzone im zadania i/lub bezpośrednio nadzorując 
działanie elementów systemu kontroli wewnętrznej zgodnie z zakresami obowiązków, 
• 
Departament Audytu Wewnętrznego, 
• 
Departament Zarządzania Zgodnością, 
• 
Departament Zarządzania Ryzykiem, 
• 
Departament Aktuarialny, 
• 
Grupowy Komitet Etyki i Przestępstw Wewnętrznych Allianz Polska, 
• 
Komitet Ryzyka, 
• 
Grupowy Komitet Governance i Funkcji Kluczowych Allianz Polska. 
 
Polityka określa metody prowadzenia kontroli wewnętrznych przez jednostki wskazane w 3 liniach 
obrony. 
Kontrola wewnętrzna realizowana jest jako: 
 
• 
samokontrola, 
• 
kontrola funkcjonalna, 
• 
kontrola instytucjonalna. 
 
Za weryfikację i realizację przestrzegania zasad odpowiada Departament Zarządzania Zgodnością 
i Departament Audytu Wewnętrznego.  
Procedura kontroli wewnętrznej wskazuje na audyt wewnętrzny jako jednostkę dokonującą 
niezależnej oceny systemu kontroli wewnętrznej funkcjonującej w spółce oraz informującą zarząd 
spółki o jego wiarygodności, wydajności i skuteczności, pozostającą pod nadzorem Prezesa 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
46 
 
Internal 
Zarządu oraz Rady Nadzorczej lub Komitetu Audytu. Ponadto, Polityka kontroli wewnętrznej 
uszczegóławia proces pracy audytu wewnętrznego, w tym procesu przeprowadzania audytu, 
raportowania wyników audytu oraz procesu monitorowania wydanych rekomendacji. 
Rada Nadzorcza, jako niezależne ciało dokonuje regularnego przeglądu aspektów systemu kontroli 
wewnętrznej oraz oceny systemu kontroli wewnętrznej pod kątem adekwatności, skuteczności i 
efektywności systemu, poprzez uzyskanie informacji od jednostek organizacyjnych 2 i 3 linii obrony.",B.4.2 Procedura kontroli wewnętrznej ,84,12,1,2022,1,259400IBCICD0KY7ZW46
"1) Pierwszą linię obrony zapewniają jednostki organizacyjne odpowiedzialne za obsługę klienta, 
sprzedaż, likwidację szkód i wypłatę świadczeń, underwriting, marketing, market 
management, administrację, które poprzez codzienną aktywność w swoich obszarach: 
a) zarządzają ryzykiem operacyjnym, inicjują rozwiązania analizując i akceptując to ryzyko, 
b) tworzą i wdrażają procesy i modele zarządzania, raportowania i inne standardy 
samokontroli wspomagające system kontroli i optymalizujące proces zarządzania ryzykiem 
operacyjnym w ich obszarach, 
c) uczestniczą w decyzjach biznesowych, 
d) raportują do Departamentu Zarządzania Ryzykiem o zidentyfikowanych ryzykach zaś do 
Departamentu Zarządzania Zgodnością i Departamentu Audytu Wewnętrznego o ryzykach 
i zdarzeniach w formie określonej w odrębnych regulacjach, 
e) dostarczają Departamentowi Audytu Wewnętrznego informacje i dokumenty pozwalające 
na całościową ocenę funkcjonowania Spółki i niezależną ocenę działań podejmowanych 
przez pierwszą linię obrony, identyfikację szans i zagrożeń w celu zapewnienia synergii 
oraz poprawy efektywności procesów zarządzania ryzykiem i kontroli wewnętrznej. 
2) Drugą linię obrony zapewniają 
Departament Zarządzania 
Ryzykiem, Departament 
Zarządzania Zgodnością, Wydział Bezpieczeństwa Informatycznego, Wydział Ochrony 
Danych Osobowych, Departament Prawny, Departament Aktuarialny i Departament 
Księgowości i Raportowania, które uczestnicząc w istotnych procesach biznesowych 
kontrolują je w zakresie swoich obszarów zbierając stosowne informacje pozwalające na 
właściwą ocenę decyzji, z prawem eskalacji w sprawie decyzji do Zarządu, a także, z prawem 
do wstrzymania decyzji, w tym: 
a) określają narzędzia i zasady kontroli, 
b) przeprowadzają badania i kontrole, 
c) przygotowują niezależne raporty z badań i kontroli, 
d) zapewniają doradztwo w celu eliminacji lub ograniczenia ryzyka i zapewnienia efektywnego 
zarządzania i funkcjonowania organizacji, 
e) raportują bezpośrednio do Zarządu lub właściwego członka Zarządu Spółki. 
 
Szczegółowe zasady funkcjonowania, w tym zasady kontroli i kompetencje jednostek 
organizacyjnych zapewniających drugą linię obrony określają regulacje wewnętrzne dotyczące ich 
obszarów działalności. 
3) Trzecią linię obrony zapewnia efektywny system kontroli Spółki i funkcja niezależnego audytu 
wewnętrznego Spółki, raportujące do Zarządu Spółki i Rady Nadzorczej. Funkcja audytu 
wewnętrznego nie może być łączona z jakąkolwiek inną funkcją w organizacji. 
 
Wszystkie funkcje, w ramach systemu trzech linii obrony mają obowiązek współpracy, wymiany 
informacji z ograniczeniami określonymi regulacjami wewnętrznymi oraz wzajemnego wsparcia, 
jak również regularnej wymiany informacji w ramach Grupowego Komitetu Governance i Funkcji 
Kontrolnych. 
 
TU Allianz Życie Polska S.A.
 
 
 
Sprawozdanie o wypłacalności i kondycji finansowej 
31 grudnia 2021 r. 
 
 
47 
 
Internal",B.4.3 Model trzech linii obrony  ,85,12,1,2022,1,259400IBCICD0KY7ZW46
"Funkcje drugiej linii obrony, tj. Departament Zarządzania Ryzykiem, Departament Zarządzania 
Zgodnością, Wydział Bezpieczeństwa Informacji, Wydział Ochrony Danych Osobowych, 
Departament Prawny, Departament Aktuarialny i Departament Księgowości i Raportowania są 
niezależne od funkcji audytu wewnętrznego i funkcje te nie wydają sobie nawzajem instrukcji i nie 
raportują sobie nawzajem. Funkcje drugiej linii obrony są objęte programem kontroli ze strony 
funkcji audytu i metodologią audytu wewnętrznego, przez co rozumie się między innymi okresową 
ocenę adekwatności i skuteczności tych funkcji. Dyrektor Departamentu Audytu Wewnętrznego 
informuje kierujących jednostkami drugiej linii obrony o wszelkich ustaleniach kontroli im 
przypisanych obszarów.",B.4.3.1 Relacje pomiędzy funkcjami drugiej i trzeciej linii obrony ,86,85,1,2022,1,259400IBCICD0KY7ZW46
