,NAZWA_Sekcji,treść,ID SekcjI (stała),id sekcji nadrzędnej (Stała),ID_TAB,data SFCR,wersja SFCR,numer zakładu w systemie UKNF (kod zakładu)
127,D.3.9 Zarządzanie ryzykiem," Informacje dot. ryzyk związanych z działalnością ubezpieczeniową i rezerwami, zarządzania aktywami i zobowiązaniami, zarządzania ryzykiem inwestycyjnym i zarządzania ryzykiem płynności podano w par. C Profil ryzyka.",137,25,1,2023,1,259400B0G3LJVFVZS942
128,D.3.10 Poziom niepewności związanej z pozostałymi zobowiązaniami, Ze względu na krótkoterminowość pozostałych zobowiązań termin wypływu świadczeń gospodarczych jest znany (przy zachowaniu odpowiedniego stopnia prawdopodobieństwa).,138,25,1,2023,1,259400B0G3LJVFVZS942
129,D.3.11 Pozostałe informacje, Wszelkie istotne informacje zostały ujęte w pozostałych częściach Sprawozdania.,139,25,1,2023,1,259400B0G3LJVFVZS942
130,D.4 Alternatywne metody wyceny,"Na potrzeby Wypłacalności II aktywa i zobowiązania są prezentowane w wartości godziwej. Jednakże w przypadku braku możliwości dokonania wyceny w wartości godziwej lub gdy jej ustalenie wiązałoby się z poniesieniem niewspółmiernych kosztów nieproporcjonalnych do całkowitych kosztów administracyjnych, Spółka wykorzystuje alternatywne metody wyceny. Poniżej przedstawiono aktywa i zobowiązania, które są wyceniane do wartości godziwej z zastosowaniem alternatywnej metody wyceny wraz z uzasadnieniem tych metod.",29,25,1,2023,1,259400B0G3LJVFVZS942
131,D.4.1 Maszyny i wyposażenie (rzeczowe aktywa trwałe) wykorzystywane na użytek własny," Wycena do celów wypłacalności B C D E A Ze względu na brak aktywnego rynku rzeczowe aktywa trwałe wyceniane są do wartości godziwej przy zastosowaniu alternatywnych metod wyceny. Rzeczowy majątek trwały wycenia się według cen nabycia pomniejszonych o wartość umorzenia. Podstawę dokonywania odpisów amortyzacyjnych (umorzeniowych) środków trwałych stanowi aktualny plan amortyzacji sporządzany na pierwszy dzień każdego roku obrotowego, określający stawki i kwoty rocznych odpisów poszczególnych środków trwałych. W razie konieczności dokonywane są także odpisy z tytułu utraty wartości. Z uwagi na wielkość i charakter takich aktywów Towarzystwo uważa, że zamortyzowana wartość rzeczowych aktywów trwałych jest rozsądnym przybliżeniem wartości godziwej.",140,25,1,2023,1,259400B0G3LJVFVZS942
132,D.4.2 Udziały w spółkach powiązanych," W systemie Wypłacalność II – ze względu na to, że podmioty zależne Towarzystwa nie są notowane na giełdzie – do określenia ich wartości godziwej użyto skorygowanej metody praw własności. Metoda ta określa wartość podmiotu powiązanego w wysokości wartości udziału Towarzystwa w nadwyżce aktywów nad zobowiązaniami podmiotu powiązanego, zgodnie z zasadami wyceny określonymi w systemie Wypłacalność II. Wg PSR inwestycje w podmiotach zależnych wycenia się przy pomocy metody praw własności. Natomiast skorygowana metody praw własności wymaga pomiaru podstawowych aktywów i zobowiązań jednostki zależnej w dniu bilansowym na bazie wartości godziwej. Wobec powyższego wycena podmiotów zależnych w bilansie Wypłacalność II nie jest taka sama jak ich wycena w bilansie sporządzonym wg PSR.",141,25,1,2023,1,259400B0G3LJVFVZS942
133,D.4.3 Dłużne papiery wartościowe," Wartość godziwą dłużnych papierów wartościowych, dla których nie istnieje aktywny rynek wyznacza się na podstawie wycen publikowanych przez autoryzowany serwis informacyjny lub na podstawie modelu.",142,25,1,2023,1,259400B0G3LJVFVZS942
134,D.4.4 Jednostki uczestnictwa oraz certyfikaty inwestycyjne w przedsiębiorstwach zbiorowego inwestowania, Z uwagi na brak aktywnego rynku Spółka wycenia jednostki uczestnictwa i certyfikaty inwestycyjne według cen publikowanych przez towarzystwa funduszy inwestycyjnych ustalonych w oparciu o wartość aktywów netto funduszy wycenionych zgodnie z zasadami rachunkowości dla funduszy.,143,25,1,2023,1,259400B0G3LJVFVZS942
135,D.4.5 Depozyty," Ze względu na brak aktywnego rynku wartość godziwa depozytów wyznaczona jest jako wartość nominalna lub w wysokości wartości płatnej na żądanie, co zdaniem Towarzystwa stanowi rozsądne przybliżenie wartości godziwej.",144,25,1,2023,1,259400B0G3LJVFVZS942
136,D.4.6 Środki pieniężne," W bilansie Wypłacalność II Środki pieniężne i ekwiwalenty środków pieniężnych są wykazywane według wartości godziwe, przy zastosowaniu alternatywnych metod wyceny. W bilansie Wypłacalność II Środki pieniężne i ekwiwalenty środków pieniężnych są wykazywane według wartości godziwej, wyznaczonej jako kwota płatna na żądanie. Ujemne salda na rachunkach bankowych ujawnia się jako zobowiązania wobec instytucji kredytowych. Według polskich PSR gotówka i jej ekwiwalenty są ujmowane w wartości nominalnej powiększonej o narosłe odsetki (jeśli dotyczy), co stanowi prawidłową aproksymację wartości godziwej. Wycena do celów wypłacalności B C D E A",145,25,1,2023,1,259400B0G3LJVFVZS942
137,D.4.7 Pożyczki i pożyczki zabezpieczone hipotecznie," Pożyczki udzielone, w tym pożyczki udzielone podmiotom powiązanym, wyceniane są według skorygowanej ceny nabycia, wyliczonej za pomocą efektywnej stopy procentowej, z uwzględnieniem odpisów aktualizujących wartość. W sytuacji, gdy: • nie ma możliwości określenia czasu trwania pożyczki (brak określonego harmonogramu spłat), a tym samym niemożliwe jest umiejscowienie w czasie przyszłych przepływów pieniężnych i ustalenie efektywnej stopy procentowej (np. pożyczki dla ubezpieczonych, których zabezpieczeniem jest wartość wykupu polisy), • z uwagi na charakter pożyczki (niska wartość kapitału) różnica pomiędzy jej wartością ustaloną przy pomocy skorygowanej ceny nabycia, wyliczoną za pomocą efektywnej stopy procentowej, a kwotą wymaganej zapłaty jest niematerialna (np. pożyczki dla pracowników), pożyczki udzielone wycenia się w kwocie wymaganej zapłaty z uwzględnieniem odpisów z tytułu trwałej utraty wartości. Pożyczki i pożyczki zabezpieczone hipotecznie wyceniane są do wartości godziwej przy zastosowaniu alternatywnych metod wyceny ze względu na brak aktywnego rynku.Towarzystwo traktuje kwoty oczekiwanej spłaty pomniejszone o utratę wartości jako prawidłową aproksymację ich wartości godziwej. Z uwagi na wielkość i charakter tych aktywów Towarzystwo uważa, że jest ona rozsądnym przybliżeniem wartości godziwej.",146,25,1,2023,1,259400B0G3LJVFVZS942
138,D.4.8 Należności z tytułu ubezpieczeń i od pośredników ubezpieczeniowych," Z uwagi na brak aktywnego rynku należności z tyt. ubezpieczeń i od pośredników ubezpieczeniowych wycenia się do wartości godziwej przy zastosowaniu alternatywnych metod wyceny. Należności wycenia się w kwocie wymaganej zapłaty z zachowaniem zasady ostrożnej wyceny i wykazuje się w wartości netto (po pomniejszeniu o odpisy aktualizujące ich wartość uwzględniając stopień prawdopodobieństwa ich zapłaty). Z uwagi na wielkość i charakter tych aktywów Towarzystwo uważa, że jest ona rozsądnym przybliżeniem wartości godziwej.",147,25,1,2023,1,259400B0G3LJVFVZS942
139,D.4.9 Należności z tytułu reasekuracji," Z uwagi na brak aktywnego rynku należności z tyt. reasekuracji wycenia się do wartości godziwej przy zastosowaniu alternatywnych metod wyceny. Należności te wycenia się w kwocie wymaganej zapłaty pomniejszonej o utratę wartości. Z uwagi na wielkość i charakter tych aktywów Towarzystwo uważa, że jest ona rozsądnym przybliżeniem wartości godziwej. Z racji tego, że aktywa te są raczej krótkoterminowe (poniżej 1 roku), Towarzystwo uznało, iż ich wartość możliwa do zrealizowania jest rozsądnie zbliżona do wartości godziwej.",148,25,1,2023,1,259400B0G3LJVFVZS942
140,"D.4.10 Pozostałe należności (handlowe, inne niż z działalności ubezpieczeniowej)"," Z uwagi na brak aktywnego rynku pozostałe należności wycenia się do wartości godziwej przy zastosowaniu alternatywnych metod wyceny. Należności wycenia się w kwocie wymaganej zapłaty z zachowaniem zasady ostrożnej wyceny i wykazuje się w wartości netto (po pomniejszeniu o odpisy aktualizujące ich wartość uwzględniając stopień prawdopodobieństwa ich zapłaty). Z uwagi na wielkość i charakter, a także krótkoterminowy charakter tych aktywów (znaczna większość salda to pozycje o terminie wymagalności do 1 roku) Towarzystwo uważa, że jest ona rozsądnym przybliżeniem wartości godziwej. Wycena do celów wypłacalności B C D E A",149,25,1,2023,1,259400B0G3LJVFVZS942
141,D.4.11 Pozostałe zobowiązania finansowe," Ze względu na brak aktywnego rynku pozostałe zobowiązania finansowe obejmujące zobowiązania ubezpieczeniowe i wobec pośredników ubezpieczeniowych, zobowiązania reasekuracyjne i zobowiązania (handlowe, niezwiązane z działalnością ubezpieczeniową) wyceniane są metodą alternatywą. Zobowiązania wykazuje się w kwocie wymagającej zapłaty, tj. łącznie z odsetkami przypadającymi do zapłaty na dzień bilansowy, chyba że dłużnik poinformował wierzyciela, że rezygnuje z odsetek z tytułu zwłoki. Towarzystwo uważa, że stanowi ona wiarygodne przybliżenie wartości godziwej.",150,25,1,2023,1,259400B0G3LJVFVZS942
142,D.4.12 Zobowiązania finansowe," Leasing Towarzystwo wycenia zobowiązanie wynikające z umów leasingu zgodnie z zapisami MSSF 16. Towarzystwo jest stroną umów leasingu w zakresie umów najmu nieruchomości, telefonów komórkowych oraz samochodów służbowych. Danymi wejściowymi są pozyskane z działu administracji informacje na temat wysokości czynszów nieruchomości wynikające z zawartych umów najmu oraz powiązanych opłat. W przypadku samochodów wysokość rat leasingu określona jest na bazie zawartych umów leasingu z firmami leasingowymi. Dla istotnych pozycji przepływy pieniężne niezbędne do ustalenia zobowiązania z tytułu zawartych umów leasingu dyskontuje się przy użyciu krańcowej stopy pożyczkowej ustalonej zgodnie z MSSF 16.",151,25,1,2023,1,259400B0G3LJVFVZS942
143,D.4.13 Rezerwy inne niż rezerwy techniczno-ubezpieczeniowe," Ze względu na brak aktywnego rynku, rezerwy inne niż rezerwy techniczno-ubezpieczeniowe wycenia się do wartości godziwej przy zastosowaniu alternatywnych metod wyceny. W systemie Wypłacalność II rezerwy ujmuje się wg najlepszego szacunku wydatków potrzebnych do pokrycia zobowiązań bieżących w dniu bilansowym. Wartość bieżąca wynika z odpowiedniej struktury stóp procentowych wolnych od ryzyka. Wartość zobowiązań warunkowych nie uwzględnia korekty z tytułu własnego ryzyka kredytowego Towarzystwa, gdyż nie pozwalają na to kryteria określone w systemie Wypłacalność II. Zobowiązania podlegają wycenie w kwotach umożliwiających ich transfer lub rozliczenie między dobrze poinformowanymi zainteresowanymi stronami w transakcjach na warunkach rynkowych (z wyłączeniem własnego ryzyka kredytowego). Spółka nie identyfikuje różnic w wycenie pozostałych rezerw pomiędzy PSR a Wypłacalność II.",152,25,1,2023,1,259400B0G3LJVFVZS942
144,D.5 Wszelkie inne informacje,Wszystkie informacje zostały ujawnione w poprzedzających sekcjach. Zarządzanie kapitałem B C D E A,30,25,1,2023,1,259400B0G3LJVFVZS942
145,E Zarządzanie kapitałem,,31,31,1,2023,1,259400B0G3LJVFVZS942
146,E.1 Środki własne,,32,31,1,2023,1,259400B0G3LJVFVZS942
147,E.1.1 Podejście," NNLife TUnŻiR S.A. do zarządzania kapitałem Odpowiedzialność za zarządzanie kapitałem Towarzystwa spoczywa na Dyrektorze Pionu Finansowego. Poziom apetytu na ryzyko rekomenduje Dyrektor Departamentu Zarządzania Ryzykiem. Strategiczne cele zarządzania kapitałem obejmują: • Zgodność - zapewnienie przestrzegania wymogów prawnych dotyczących wymogów kapitałowych, • Efektywną alokację - efektywne zarządzanie i alokacja kapitału w celu osiągnięcia zrównoważonych zysków oraz rozwoju i wzrostu Towarzystwa, • Siłę finansową - w celu zapewnienia skutecznego dostępu do kapitału i zminimalizowania całkowitych kosztów kapitału. Podejście do zarządzania kapitałem nie uległo zmianie od poprzedniego raportu. Limit wewnętrzny dotyczący wskaźnika SCR, dla Normalnego Poziomu Operacyjnego został ustawiony na 125% i nie uległ zmianie od poprzedniego roku. Horyzont czasowy planowania kapitałowego jest spójny z procesem ORSA i wynosi 3 lata. Pomiędzy limitem ustawowym a wewnętrznym Spółka przyjęła dodatkowy poziom ostrzegawczy sygnalizujący konieczność podjęcia określonych dodatkowych działań umożliwiające jej utrzymanie SCR powyżej limitu. Cały kapitał na pokrycie wymogów należy do Kategorii 1. Spółka prowadzi politykę dywidendową w oparciu o analizy w ramach procesu ORSA, analizy płynnościowe i analizę statutowych ograniczeń kapitałowych oraz w uzgodnieniu z KNF i przestrzeganiem zalecanych poziomów SCR. W wyniku ostatniej analizy ORSA nawet w przypadku scenariuszy stresowych z uwzględnieniem planowanych wypłat dywidend SCR nie spadał poniżej limitu ustawowego. 83 Zarządzanie kapitałem B C D E A",153,31,1,2023,1,259400B0G3LJVFVZS942
148,E.1.2 Dostosowanie kapitału własnego wg," PSR odnośnie do nadwyżek aktywów nad zobowiązaniami w systemie Wypłacalność II Nadwyżka aktywów Towarzystwa nad jego zobowiązaniami (środki własne) obliczona dla celów wypłacalności różni się od kapitału własnego akcjonariuszy w sprawozdaniach finansowych przygotowywanych w oparciu PSR. W poniższej tabeli przybliżono te różnice wg stanu na dzień 31 grudnia 2022 r.: Dane w tysiącach złotych na 31.12.2022 Paragraf Kwota Różnica Aktywa wyceniane wg PSR D.1 4 567 144 Pasywa wyceniane wg PSR D.3 4 242 263 Kapitał własny w sprawozdaniach finansowych sporządzonych według PSR 324 881 - różnice w wycenie rezerw techniczno- ubezpieczeniowych (netto) D.2.14 771 107 - odpisy odroczonych kosztów akwizycji D.1.1 (60 298) - odpisy wartości niematerialnych i prawnych D.1.2 (12 498) - wzrost zobowiązań z tytułu podatku odroczonego D.3.3 (120 992) - wycena lokat do wartości godziwej D.1.5 (47 444) - ujęcie umów leasingu zgodnie z MSSF16 D.1.4 (2) - różnice w wycenie spółek zależnych D.1.5.2 31 697 - pozostałe korekty (14 067) 547 503 Wycena aktywów w systemie Wypłacalność II D.1 4 362 019 Wycena zobowiązań w systemie Wypłacalność II D.3 3 489 634 Nadwyżka aktywów nad zobowiązaniami w systemie Wypłacalność II 872 385 Różnica między kapitałem własnym wykazanym według PSR a środkami własnymi wyliczonymi według zasad Wypłacalność II wynika głównie z odmiennych zasad wyceny aktywów i zobowiązań (ze stosowania różnych podstaw wyliczeń w sprawozdaniach wg systemu Wypłacalność II i tych przygotowywanych w oparciu o PSR). Szczegółowe informacje w tym zakresie podano w rozdziale D. Opis różnic pomiędzy wartością rezerw techniczno-ubezpieczeniowych dla celów wypłacalności a wartością rezerw techniczno-ubezpieczeniowych dla celów rachunkowości zaprezentowana w rozdziale D.2.14. Ponadto, odroczone koszty akwizycji oraz wartości niematerialne i prawne wykazywane są w systemie Wypłacalności II w wartości zerowej. W poniższej tabeli przybliżono te różnice wg stanu na dzień 31 grudnia 2021 r.: 84 Zarządzanie kapitałem B C D E A Dane w tysiącach złotych na 31.12.2021 Paragraf Kwota Różnica Aktywa wyceniane wg PSR D.1 5.148.006 Pasywa wyceniane wg PSR D.3 4.668.491 Kapitał własny w sprawozdaniach finansowych sporządzonych według PSR 479.516 · różnice w wycenie rezerw techniczno- ubezpieczeniowych (netto) D.2.14 562.080 · odpisy odroczonych kosztów akwizycji D.1.1 (64.911) · odpisy wartości niematerialnych i prawnych D.1.2 (18.360 ) · wzrost zobowiązań z tytułu podatku odroczonego D.3.3 (115.782) · wycena lokat do wartości godziwej D.1.5 144.934 · ujęcie umów leasingu zgodnie z MSSF16 D.1.4 (208) · różnice w wycenie spółek zależnych D.1.5.2 42.499 · pozostałe korekty (14.156 ) 536.094 Wycena aktywów w systemie Wypłacalność II D.1 5.197.784 Wycena zobowiązań w systemie Wypłacalność II D.3 4.182.174 Nadwyżka aktywów nad zobowiązaniami w systemie Wypłacalność II 1.015.610 Spadek kapitału własnego w 2022 roku o 155 mln zł w porównaniu do 2021 roku wynika z wypłaty dywidendy w 2022 r. w kwocie 84 mln zł. oraz ze spadku kapitału z aktualizacji wyceny (189,7 mln) który jest spowodowany spadkiem cen obligacji skarbowych oraz obligacji z gwarancją Skarbu Państwa. 85 Zarządzanie kapitałem B C D E A",154,31,1,2023,1,259400B0G3LJVFVZS942
149,E.1.3 Części składowe i jakość środków własnych," Pozycje uwzględniane w środkach własnych podzielono na trzy kategorie w zależności od różnych czynników takich jak jakość, płynność i termin dostępności w momencie powstania zobowiązań. Środki własne Poziomu 1 obejmują zwykły kapitał akcyjny, niekumulowane akcje uprzywilejowane i odpowiednie zobowiązania podporządkowane. Środki własne Poziomu 2 obejmują kumulowane akcje preferencyjne i odpowiednie zobowiązania podporządkowane z krótszym terminem zapadalności. Środki własne Poziomu 3 obejmują fundusze własne, które nie spełniają wymogów Poziomu 1 i 2. Jeśli chodzi o kryteria systemu Wypłacalność II, Zakład posiada tylko jedną kategorię środków własnych należącą do Poziomu 1, która ma zdolność do natychmiastowego pokrywania strat (nie jest podporządkowana i nie posiada określonego czasu trwania). Zakład nie posiada zobowiązań podporządkowanych.",155,31,1,2023,1,259400B0G3LJVFVZS942
150,E.1.4 Środki," Własne w podziale na poziomy Podstawowe środki własne (tys. zł.) 31.12.2022 31.12.2021 Zmiana Poziom 1 540.429 916.704 (376.275) Poziom 2 — — — Poziom 3 — — — Razem podstawowe środki własne 540.429 916.704 (376.275) Wartość środków własnych wynosiła 540 mln zł na koniec 2022 roku i spadła o 376 mln zł w porównaniu z rokiem ubiegłym, głównie na skutek zmniejszenia kwoty przewidywanej dywidendy z 84 mln zł na koniec roku 2021 do 59 mln zł na koniec roku 2022. 86 Zarządzanie kapitałem B C D E A",156,31,1,2023,1,259400B0G3LJVFVZS942
151,E.1.5 Dostępna kwota środków własnych do spełnienia kryteriów wypłacalności i minimalnych wymogów kapitałowych," Dane w poniższej tabeli zostały zaprezentowane w tysiącach złotych. Kategoria (tys. zł) 31 grudnia 2022 31 grudnia 2021 Kwota dopuszczonych środków własnych na pokrycie kapitałowego wymogu wypłacalności (SCR) 540.429 916.704 Kwota dopuszczonych środków własnych na pokrycie minimalnego wymogu kapitałowego (MCR) 540.429 916.704 Kapitałowy wymóg wypłacalności (SCR) 272.791 294.675 Minimalny wymóg kapitałowy (MCR) 122.756 132.604 Współczynnik pokrycia kapitałowego wymogu wypłacalności (SCR) dopuszczonymi środkami własnymi 198% 311 % Współczynnik pokrycia minimalnego wymogu kapitałowego (MCR) dopuszczonymi środkami własnymi 440% 691 % Zarząd przeznaczył połowę wypracowanego przez Spółkę w roku obrotowym zysku netto na wypłatę dywidendy. Ponadto, zgodnie z rekomendacja dywidendową KNF, Zarząd również wypłacił w 2022 roku dywidendę z 50% zysków roku 2020 i 50% zysków 2021, w wysokości 83,7 mln zł. Nie występują ograniczenia dostępności środków własnych. Art. 71 ust. 1 lit. e) Rozporządzenia Delegowanego nie znajduje zastosowania wobec Spółki.",157,31,1,2023,1,259400B0G3LJVFVZS942
152,E.1.6 Rezerwa uzgodnieniowa - kluczowe elementy," Dane w tabeli poniżej zostały zaprezentowane w tysiącach złotych. Rezerwa uzgodnieniowa (tys. zł) 31.12.2022 31.12.2021 Nadwyżka aktywów nad zobowiązaniami 872.385 1.015.610 Akcje własne (posiadane bezpośrednio i pośrednio) 0 — Przewidywane dywidendy, wypłaty i obciążenia 115.087 98.907 Pozostałe pozycje podstawowych środków własnych 21.490 21.490 Korekta ze względu na wydzielone pozycje środków własnych w ramach portfeli objętych korektą dopasowującą i funduszy wyodrębnionych 0 — Rezerwa uzgodnieniowa przed odliczeniami dla uczestników 735.809 895.214",158,31,1,2023,1,259400B0G3LJVFVZS942
153,E.1.7 Ustalenia przejściowe," Towarzystwo nie podlega przepisom przejściowym, o których mowa w art. 308b ust. 9 i art. 308b ust. 10 dyrektywy 2009/138/WE”. 87 Zarządzanie kapitałem B C D E A",159,31,1,2023,1,259400B0G3LJVFVZS942
154,E.1.8 Własne środki uzupełniające, Towarzystwo nie znajduje się w posiadaniu żadnych pozycji własnych funduszy uzupełniających zawartych w dostępnych funduszach własnych.,160,31,1,2023,1,259400B0G3LJVFVZS942
155,E.1.9 Ograniczenia i odliczenia w obrębie środków własnych, Towarzystwa nie dotyczą restrykcje i odliczenia w obrębie funduszy własnych.,161,31,1,2023,1,259400B0G3LJVFVZS942
156,E.1.10 Wypłaty na rzecz akcjonariuszy, Patrz sekcja A.1.5,162,31,1,2023,1,259400B0G3LJVFVZS942
157,E.1.11 Środki własne - fundusze wyodrębnione ,(RFF) Towarzystwo nie posiada funduszy wyodrębnionych.,163,31,1,2023,1,259400B0G3LJVFVZS942
158,E.1.12 Środki własne - planowanie i zarządzanie, W obecnym i planowanym horyzoncie czasowym prognozy kapitałowe Towarzystwa nie przewidują planów ani zamiarów wykupu pozycji kapitałowych czy ponownej zapłaty za te pozycje. Towarzystwo nie przewiduje także generowania dodatkowych funduszy własnych. Horyzont czasowy wykorzystywany na potrzeby planowania działalności jest ustalany na co najmniej 3 lata.,164,31,1,2023,1,259400B0G3LJVFVZS942
159,E.1.13 Środki własne - prognoza," Towarzystwo prognozuje swoje wymogi kapitałowe w ramach procesu ORSA. Pozycja kapitałowa podlega analizom kwartalnym w wykonaniu Komitetu ds. finansów i zarządzania ryzykiem, aby każdorazowo zapewnić realizację celów SCR, MCR oraz w odniesieniu do ekonomicznych celów kapitałowych. Dane w tabeli poniżej zostały zaprezentowane w milionach złotych. 88 Zarządzanie kapitałem B C D E A Wyniki prognozy według raportu ORSA 2022 2023 2024 2025 Aktywa ogółem 4 237 4 100 3 924 Podatek od aktywów 13 10 9 Zobowiązania skorygowane ogółem 3 247 3 087 2 963 Dywidenda deklarowana 164 143 57 Dopuszczone środki własne 813 861 896 Kapitałowy wymóg wypłacalności 325 341 356 Współczynnik wypłacalności (środki własne/ Kapitałowy wymóg wypłacalności) 250% 253% 252% Nadwyżka środków własnych ponad kapitałowy wymóg wypłacalności 487 520 540 Minimalny wymóg kapitałowy (MCR) 138 145 127 Nadwyżka środków własnych ponad MCR 674 715 768 89 Zarządzanie kapitałem B C D E A",165,31,1,2023,1,259400B0G3LJVFVZS942
160,E.2 Kapitałowy wymóg wypłacalności i minimalny wymóg kapitałowy,,33,31,1,2023,1,259400B0G3LJVFVZS942
161,E.2.1 Podejście do kapitałowego wymogu wypłacalności i minimalnego wymogu kapitałowego, Kalibracja warunków skrajnych W celach związanych z niniejszym paragrafem Towarzystwo zastosowało formułę standardową. W metodzie wykorzystano warunki skrajne dla poszczególnych ryzyk zgodnie z kalibracją zaproponowaną przez European Insurance and Occupational Pensions Authority (EIOPA). EIOPA zapewnia także standardowe współczynniki korelacji w celach agregacji. Towarzystwo nie skorzystało z parametrów specyficznych dla danego zakładu (USP). Wykorzystanie korekt i dopasowań. Nie dotyczy Towarzystwa.,166,31,1,2023,1,259400B0G3LJVFVZS942
162,E.2.2 Analiza wyliczeń w formule standardowej," SCR W niniejszym paragrafie przybliżono wymogi kapitałowe Towarzystwa. Ocena SCR bazująca na formule standardowej opiera się na podejściu modularnym dot. ryzyka ubezpieczeń na życie, ubezpieczeń innych niż ubezpieczenia na życie, rynkowych, zdrowotnych i niewykonania zobowiązań przez kontrahentów (z uwzględnieniem powiązanych pod-modułów). Zostały one poddane agregacji w obrębie formuły standardowej przy wykorzystaniu wskaźników korelacji na poziomie pod-modułów i modułów głównych. Następnie dodaje się moduł dot. wartości niematerialnych i prawnych (brak korelacji), w wyniku czego powstaje BSCR. W dalszej kolejności uwzględnia się komponent ryzyka operacyjnego i korekty odnoszące się do zdolności absorbcji strat - w wyniku czego powstaje SCR. W związku z powyższym wyliczenie kapitałowego wymogu wypłacalności (SCR) przebiega w sposób następujący: SCR = BSCR - Adj + SCRop; gdzie: SCR = kapitałowy wymóg wypłacalności; BSCR = podstawowy kapitałowy wymóg wypłacalności; Adj = korekty odnoszące się do zdolności rezerw lub podatków odroczonych do pokrywania strat; SCRop = wymóg kapitałowy z tytuły ryzyka operacyjnego. Miarą wpływu danego modułu ryzyka jest zmiana środków własnych „delta-NAV” (ΔNAV). Uwaga: wyrażenie ΔNAV funkcjonuje w oparciu o konwencję znaków, gdzie wartości dodatnie oznaczają stratę. Aby wyliczyć ΔNAV, trzeba uwzględnić scenariusz bazowy oraz aktywa i zobowiązania w warunkach skrajnych. Przepływy pieniężne w każdym scenariuszu są następnie dyskontowane w celu określenia bieżącej wartości aktywów i zobowiązań. Różnica pomiędzy aktywami i zobowiązaniami bazowymi, a aktywami i zobowiązaniami w warunkach skrajnych wynosi ΔNAV. ΔNAV opiera się na bilansie Wypłacalność II, który nie uwzględnia komponentu marginesu ryzyka w rezerwach techniczno-ubezpieczeniowych (tzn. wykorzystuje się tylko komponent zobowiązań 90 Zarządzanie kapitałem B C D E A wyliczonych w oparciu o najlepsze oszacowanie w odniesieniu do rezerw techniczno- ubezpieczeniowych). Poza tym przy wyliczeniach ΔNAV należy uwzględnić następujące kwestie: Jeśli w wyliczeniach SCR wykorzystano techniki ograniczania ryzyka, scenariusze wymagane do wyliczenia modułu ryzyka rynkowego uwzględniają jego konsekwencje; wpływ instrumentów zabezpieczających, jeżeli wykorzystano instrument służący ograniczeniu ryzyka finansowego. Ponowna wycena rezerw techniczno-ubezpieczeniowych uwzględniająca istotne negatywne zmiany w zachowaniu ubezpieczających dot. korzystania z opcji w scenariuszu. USP w wyliczeniach SCR Towarzystwo nie korzysta z USP (Undertaking-Specific Parameters) wg art. 104(7) dyrektywy 2009/138/WE.",167,31,1,2023,1,259400B0G3LJVFVZS942
163,E.2.3 Wyniki," SCR i MCR W poniższej tabeli zaprezentowano w tysiącach złotych kwoty poszczególnych części składowych kapitałowego wymogu wypłacalności (SCR). SCR 31.12.2022 31.12.2021 Ryzyko rynkowe 147.520 201.390 Ryzyko niewykonania zobowiązania przez kontrahenta 3.890 2.854 Ryzyko ubezpieczeniowe w ubezpieczeniach na życie 217.283 201.718 Ryzyko ubezpieczeniowe w ubezpieczeniach zdrowotnych 48.696 53.492 Ryzyko ubezpieczeniowe w ubezpieczeniach innych niż ubezpieczenia na życie 0 — Ryzyko z tytułu wartości niematerialnych i prawnych 0 — Dywersyfikacja (105.822) (119.067) Podstawowy kapitałowy wymóg wypłacalności 311.566 340.386 Ryzyko operacyjne 28.093 25.889 Zdolność rezerw techniczno-ubezpieczeniowych do pokrywania strat (2.880) (2.479) Zdolność odroczonych podatków dochodowych do pokrywania strat (63.988) (69.121) SCR zdywersyfikowane, bez narzutów kapitałowych 272.791 294.675 Narzut kapitałowy 0 — SCR 272.791 294.675 Zmniejszenie SCR w ciągu roku 2022 spowodowane jest głównie spadkiem ryzyka rynkowego, opisanym w sekcji E.2.4. MCR Poniżej przedstawiono wartość wyliczonego minimalnego wymogu kapitałowego (MCR) wraz z użytymi danymi wejściowymi w tysiącach złotych. 91 Zarządzanie kapitałem B C D E A MCR 31.12.2022 31.12.2021 Gwarantowane świadczenia z tytułu zobowiązań z tytułu ubezpieczeń na życie z udziałem w zyskach 1.895.636 2.372.227 Przyszłe świadczenia uznaniowe z tytułu zobowiązań z tytułu ubezpieczeń na życie z udziałem w zyskach 183.227 122.203 Zobowiązania z tytułu ubezpieczeń na życie związane z wartością indeksu lub z ubezpieczeniowym funduszem kapitałowym 1.080.554 1.247.053 Wszystkie inne zobowiązania ubezpieczeniowe 85.933 139.874 Całkowita suma na ryzyku 103.198.952 109.856.399 Wymóg kapitałowy 272.791 294.675 Nieprzekraczalny dolny próg 18.836 17.097 Minimalny wymóg kapitałowy 122.756 132.604 Wartość SCR spadła o 22 mln zł głównie ze względu na spadek ryzyka rynkowego. Wynika to przede wszystkim ze zmiany w portfelu obligacji, sprzedaży udziałów TFI a także przeklasyfikowaniem udziałów s półki PTE na niestrategiczne. Na 31.12.2022 r. Spółka spełniała wymogi wypłacalności i posiadała dopuszczone środki własne na pokrycie kapitałowego wymogu wypłacalności (zarówno SCR, jak i MCR). Narzuty kapitałowe Spółka nie podlega obecnie żadnym narzutom kapitałowym zgodnie z poleceniami organu nadzoru. Uproszczenia Są one opisane w sekcji E.2.14.",168,31,1,2023,1,259400B0G3LJVFVZS942
